unit_id,article_title,text,source,date,location,label,,,,
1923102873,Syrian regime airstrikes kill 22 civilians near Damascus,"Date of publication 3 April 2017 At least 22 civilians have been killed by Syrian regime airstrikes on the outskirts of Damascus on Monday the Syrian Observatory for Human Rights said. Tags Syria Damascus Douma Regime Rebels Civilians Bashar al-Assad Airstrikes Syrian regime airstrikes on a rebel-held region near Damascus killed at least 22 civilians on Monday the Syrian Observatory for Human Rights said. The highest toll was in Douma the largest town in the Eastern Ghouta region where raids killed 16 civilians including at least one child and wounded 22 it said. Five more civilians were killed in the town of Sabqa and one in the town of Harasta both also in Eastern Ghouta the Observatory said. The Eastern Ghouta region is adjacent to the capitals eastern neighbourhood of Jobar which is divided between regime and rebel control. Last month the armed opposition launched a surprise assault against regime forces from Jobar but was repelled after a week of fighting. Eastern Ghouta has been under a devastating government siege since 2012 which has trapped over 300000 civilains and is targeted regularly by airstrikes and artillery. It is the last remaining opposition stronghold near Damascus where a string of local ""reconciliation deals"" have seen villages and towns brought back under the control of President Bashar al-Assads government. The World Health Organization last week demanded immediate humanitarian access to the area saying residents are in desperate need of medical attention. •Time is running out for the people of East Ghouta. As health needs increase available resources are being depleted day by day. Our main goal now is to provide access to lifesaving care for thousands of vulnerable men women and children immediately said Elizabeth Hoff WHO Representative in Syria. All 3 public hospitals and 17 public health care centres in East Ghouta are nonfunctioning and inaccessible to the population the WHO said in a statement. The regime is fighting to push rebels out of five neighbourhoods in Damascus. The rebels control almost all of Qabun and Tishreen in the northeast as well as half of Jobar in the east. They are also present in Barzeh in the north and Tadamun in the south but the neighbourhoods are covered by a truce with the regime. The Syrian conflict began when the Baath regime in power since 1963 and led by President Bashar al-Assad responded with military force to peaceful protests demanding democratic reforms during the Arab Spring wave of uprisings triggering an armed rebellion fueled by mass defections from the Syrian army. According to independent monitors hundreds of thousands of civilians have been killed in the war mostly by the regime and its powerful allies and millions have been displaced both inside and outside of Syria. The brutal tactics pursued mainly by the regime which have included the use of chemical weapons sieges mass executions and torture against civilians have led to war crimes investigations. Read Also",alaraby,04/03/2017,damascus,0,,,,
1923102874,Shelling of rebel bastion near Syrian capital kills 19,"Date of publication 4 April 2017 At least 19 people were killed near the Syrian capital on Tuesday including six children just hours after a suspected chemical gas attack left dozens dead in the Khan Sheikhun. Tags Syria Damascus Rebels Douma Ghouta Airstrikes At least 19 civilians were killed in heavy aerial bombardment of several opposition-held towns east of the Syrian capital on Tuesday a monitoring group said. Six children were among the dead in Eastern Ghouta the largest rebel bastion near Damascus the Syrian Observatory for Human Rights confirmed. ""It was a series of airstrikes throughout the day and the death toll may still rise"" the Britain-based group added. Civilians had died in Jisreen Kafr Batna and the largest of the towns in Eastern Ghouta Douma. Half a dozen wounded children were seen sitting on the floor of a makeshift clinic caked in dust and blood as they awaited treatment an AFP photographer in Douma reported. Fourteen of the victims died in airstrikes on an area between the opposition-held towns of Hammuriyah and Saqba. Another AFP photographer in Saqba reportedly saw residents scrambling over rubble and through clouds of dust tossing debris aside as they searched for signs of life. The Observatory said Tuesdays bombardment brought to 49 the number killed in Eastern Ghouta in two days of attacks. ""There has been fierce artillery shelling and airstrikes since yesterday and 165 people total have been wounded"" Observatory chief Rami Abdel Rahman said. Eastern Ghouta has been under a devastating government siege since 2012 and is targeted regularly by air strikes and artillery. It is the last remaining opposition stronghold near Damascus where a string of local ""reconciliation deals"" have seen villages and towns brought back under the control of President Bashar al-Assads government. Hundreds of people were killed in Eastern Ghouta in chemical weapons strikes allegedly carried out by government troops in August 2013. On Tuesday at least 58 people were killed in a suspected chemical attack on the northwestern Syrian town of Khan Sheikhun according to the Observatory. Dozens more suffered respiratory problems and symptoms including vomiting fainting and foaming at the mouth the monitor and doctors at the scene said. More than 320000 people have been killed and millions displaced since Syrias war started in 2011 with the brutal repression of anti-government protests.",alaraby,04/04/2017,damascus,0,,,,
1923102875,Syrian airbase struck by US missiles Whats the damage?,"Date of publication 7 April 2017 A salvo of US cruise missiles have severely damaged a Syrian regime airbase that was used as a launchpad for a devastating chemical attack on an opposition village in Idlib. Tags Shayrat cruise missiles US Homs Idlib Khan Sheikhun Fifty nine US cruise missiles struck a Syrian regime airbase in Homs province early Friday morning which appears to have caused severe damage to the infamous military site. Shayrat Airfield was allegedly the launch pad for a devastating chemical attack on an Idlib village that left up to a hundred civilians dead including scores of women and children. A potent symbol of regime oppression the airfield has been used for countless air raids on civilian targets and the second largest airbase in Syria. It now appears to be inoperable after sustaining severe damage from the Tomahawk cruise missiles launched by two US destroyers. ""All aircraft located there have been damaged you can say it is completely destroyed"" regime TV reported while state news agency SANA said that six people were killed in the attack. Pro-regime media have reported that 15 regime fighter planes were destroyed and the Syrian Observatory for Human Rights said Sukhoi-22s Sukhoi-24s and MiG-23s were based there. [click to enlarge] Russia was given prior warning by the US which likely prevented the killing of large numbers of air and ground crew but it appears some were caught by the missiles. Dozens of regime personnel were reported killed or injured in the attack with damage to air defences housing for officers and a fuel depot according to the observatory. Although it appears the airfield will no longer be used for more bombings by regime planes the regime still has many options while Russia still maintains the huge Hmeimem airbase in Latakia. The brief lull in regime bombing should still provide some relief for the civilians of Idlib. Read Also",alaraby,04/07/2017,homs,1,,,,
1923102878,Strike on Syrias Idlib kills 18 including five children,Date of publication 8 April 2017 An airstrike by Russian warplanes on Saturday killed 18 people including five children and two women in the rebel stronghold of Urom al-Joz in Syrias Idlib province. Tags Syria Idlib airstrike Russian human rights Homs bombing Islamic State At least 18 civilians including five children and two women were killed in an airstrike on Syrias northwestern province of Idlib on Saturday the Syrian Observatory for Human Rights reported. An earlier death toll from the strike on the rebel stronghold of Urum al-Joz reported 15 people were killed but three more died after sustaining serious injuries. The names of all 18 killed were listed by Ariha Today activist group which said the death toll is likely to rise as many of the wounded remain in critical conditions. The Britain-based Observatory said the strike was likely to have been carried out by Russian war jets which operate in support of the Syrian regime. The Observatory which relies on a network of sources inside Syria for its information says it determines whose planes carry out raids according to type location flight patterns and munitions used. Idlib province is controlled by a rebel alliance that includes former al-Qaeda affiliate Jabhat Fateh al-Sham and is regularly targeted by both the Syrian regime and its Russian ally. Earlier this week a suspected chemical attack hit the town of Khan Sheikhun in Idlib killing at least 87 civilians including 31 children. Much of the international community accused Bashar al-Assads regime of responsibility for that attack though Damascus involved responsibility. The Khan Sheikhun strike prompted Washington to take its first direct military action against Assads regime with missile strikes against a central air base on Friday morning. In return Moscow announced it would ramp up air defences in Syria in an attempt to show a tough line on the US actions. Bus bombing in Homs province Also on Saturday Syrian state TV reported a bomb exploded aboard a bus carrying workers near the central city of Homs killing a woman and wounding 25. It gave no further details about the explosion but the governor of Homs province Talal Barrazi told AP the bomb was placed inside a bus that transports workers at a private factory. The Observatory confirmed a woman was killed in the blast saying it also wounded more than 20 people. There was no immediate claim of responsibility for the attack but Jabhat Fateh al-Sham and the Islamic State group have carried out similar attacks in the past. More than 320000 people have been killed in Syria since the conflict began in March 2011 with anti-government demonstrations. Read Also,alaraby,04/08/2017,idlib,1,,,,
1923102880,Sarin nerve gas used in Syria British scientists,"Date of publication 13 April 2017 British scientists concluded that sarin or a sarin-like substance was used in the chemical attack in Syria the ambassador to the United Nations said on Wednesday. Tags Syria Russia Chemical Attack British scientists said sarin or a sarin-like substance was used in the suspected chemical attack in Syria the British ambassador to the United Nations said Wednesday. ""Samples obtained from Khan Sheikhun"" where the attack took place have ""tested positive for the nerve agent sarin or a sarin-like substance"" Ambassador Matthew Rycroft told the UN Security Council pinning the blame on the regime of Bashar al-Assad. ""The United Kingdom therefore shares the US assessment that it is highly likely that the regime was responsible for a sarin attack on Khan Sheikhun on the 4th of April"" Ambassador Matthew Rycroft told the UN Security Council. On Tuesday similar results were confirmed by Turkish health officials who said post-mortem tests on victims of the suspected attack concluded that the deadly sarin nerve agent had been used. The results came from analysis of blood and urine samples of the casualties from the attack in Idlib province who were brought to Turkey for treatment - three of which died in hospital. At least 87 people including 31 children died in the suspected attack that the West blames on Syria President Bashar al-Assads forces. However Russias Deputy Ambassador Vladimir Safronkov cast doubt on the British findings saying he was ""amazed at this conclusion."" ""No one has yet visited the site"" he asserted. ""How do you know that?"" Russia a key ally of Syrias Bashar al-Assad has called for a thorough investigation by the Organisation for the Prohibition of Chemical Weapons (OPCW) of the allegations of chemical weapons use in Khan Sheikhun. On Wednesday Moscow vetoed a draft UN resolution demanding the Syrian government cooperate with an investigation into the attack after describing the measure as ""unacceptable"".",alaraby,4/13/2017,idlib,1,,,,
1923102885,Syria rebels battle to break Aleppo siege,"Date of publication 29 October 2016 Fresh fighting shook Aleppo on Saturday as rebels battled to break a siege of the city by the Syrian regime. Fresh fighting shook Aleppo on Saturday as rebels battled to break a siege of the city by the Syrian regime accused by Washington of using starvation as a weapon of war. Opposition fighters unleashed a barrage of rockets on the government-held western side of the divided city on Friday as they announced a major offensive aimed at reopening vital supply lines. ""In just a few days we will open the way for our besieged brothers"" rebel commander Abu Mustafa told AFP. The rebel fire has killed at least 21 civilians including two children according to the Syrian Observatory for Human Rights. ""Fighting continues on the western outskirts of Aleppo where rebels have been making advances"" the British-based monitoring group which has a network of sources on the ground said Saturday. More than 1500 fighters from the provinces of Aleppo and Idlib to the west were attacking government-controlled districts of the city along a front stretching for 15 kilometres (nine miles) it said. The Observatory reported Russian air raids on Aleppos western front lines but said that a halt to Moscows aerial bombing of the rebel-held east of the city was holding. An AFP correspondent who visited Dahiyet al-Assad where rebels seized ground on Friday saw deserted streets and extensive damage to buildings as airstrikes and artillery fire hit the area. Fierce fighting shelling and car bombs killed at least 18 regime forces and allied fighters on Friday according to Observatory which was unable to provide a toll for the rebels. More than 250000 people live under government siege in the eastern half of Aleppo which the army began an operation to retake several weeks ago. Syrias second city Aleppo has been devastated by some of the heaviest fighting of the five-year civil war that began with anti-government protests and has since killed more than 300000 people. Much of the once-bustling economic hub has been reduced to rubble by air and artillery bombardment including barrel bombs - crude unguided explosive devices that cause indiscriminate damage.",alaraby,10/29/2016,aleppo,1,,,,
1923102889,Syrian children killed in west Aleppo school attack,"Date of publication 27 October 2016 State media says rebel forces have hit a school in government-controlled west Aleppo just a day after dozens of children were killed in airstrikes on a school in Idlib. Tags Aleppo Idlib Syria education children At least six children were killed and 15 injured in rebel rocket attacks in the government-held west of Aleppo city on Thursday just a day after deadly airstrikes on a school complex in Idlib left 35 people including 22 children dead. The rocket fire in Aleppo hit two neighbourhoods in the west of the city with one of the attacks striking a school. ""Three children were killed and 14 students were injured in a terrorist rocket attack on the national school in the Shahba neighbourhood of Aleppo"" state news agency SANA reported. It added that the attack also damaged the school. A second rocket attack hit a house in the Hamdaniyeh neighbourhood killing three brothers and injuring a fourth SANA said. The two neighbourhoods are in the west of the city which has been roughly divided since mid-2012 when rebels seized its eastern half. Syrian rebels regularly target west Aleppo with airstrikes with civilian deaths as a result of such strikes not uncommon. Recently on October 13 Syrian state media reported that four people had been killed in rebel shelling of a school in the Sulemaniyeh district of west Aleppo. Since late September Syrian regime forces backed by Russia have embarked on an intense aerial and ground campaign aimed at recapturing east Aleppo. Hundreds of people have been killed in attacks that have also targeted hospitals and water infrastructures in the area. According to Save the Children more than 4200 schools in Syria have been damaged destroyed militarised and used as detention centres or been converted into shelters for internally displaced in near six years of conflict. In September 2015 the humanitarian organisation reported that half of all attacks on schools worldwide between 2011 and 2015 had occurred in Syria. On Wednesday the UN childrens agency UNICEF said 22 children had been killed along with six teachers in airstrikes on a school in rebel-held Idlib province. The strikes carried out by either Russian or Syrian warplanes according to the Syrian Observatory for Human Rights hit the village of Hass. Moscow denied any involvement in the raids. The British-based Observatory which has a network of sources in Syria gave a toll of 36 dead among them 15 children and four teachers. The incident prompted outrage from UNICEF director Anthony Lake. ""This is a tragedy. It is an outrage. And if deliberate it is a war crime"" he said adding that the school complex had been hit repeatedly. Read also Stop draining the blood of Syrians UN official pleads Outside Damascus meanwhile at least eight people were killed on Thursday in government shelling on Douma in the rebel-held Eastern Ghouta region the Observatory said. Douma is regularly targeted by government fire and in recent months regime forces have waged an offensive in the area which has also been under siege since 2013. More than 300000 people have been killed in Syria since the conflict began in March 2011 with anti-government protests. Read Also",alaraby,10/27/2016,aleppo,0,,,,
1923102890,Idlib bombing deadliest school attack in Syrias war,"Date of publication 27 October 2016 Airstrikes targeting a school complex in the town of Hass in Idlib province around noon on Wednesday may be the deadliest attack on a school since Syrias conflict began. The UN Childrens agency (UNICEF) said on Thursday that airstrikes targeting a school in Syrias rebel-held northern Idlib province early on Wednesday may be the deadliest attack on a school since Syrias conflict began nearly six years ago. Both first responders the Syrian Civil Defence and the Syrian Observatory for Human Rights have reported that 35 people were killed by the attack which struck a school complex in the village of Hass around midday on Wednesday as children gathered outside preparing to return home. Among the dead were 22 children. UNICEF Executive Director Anthony Lake has called the airstrikes an ""outrage"" tantamount to a war crime."" The Syrian Civil Defence or White Helmets have said that the attack constituted a double tap. This occurs when a warplane carries out an initial bombing raid on a target and then waits for either signs of survivors or rescue workers to arrive before executing a second or more consequent attacks. ""One rocket hit the entrance of the school as students were leaving to go home after the school administration decided to end classes for the day because of the raids"" said a local activist speaking to AFP on condition of anonymity. Idlib province is controlled by the Army of Conquest an alliance of rebel groups and extremists including the Fateh al-Sham Front which changed its name from al-Nusra Front after breaking off ties with al-Qaeda earlier this year. In the last week as Syrian and Russian airstrikes over Aleppo have temporarily calmed amid a Russian-proposed humanitarian •pause in the city airstrikes on rebel positions have increased in Idlib as the Syrian regime seeks to stymie opposition gains in the province. Seven days of airstrikes across the northwestern province had left more than 75 civilians dead and another 150 wounded according to the Syrian Observatory for Human Rights. (Click to enlarge) Read Also",alaraby,10/13/2016,idlib,0,,,,
1923102891,Students among scores dead as raids hit Syria school,"Date of publication 26 October 2016 Warplanes either Russia or Syrian carried out six strikes in the village of Hass including on a school complex a monitor has said. Airstrikes on Syrias rebel-held Idlib province hit a school and the surrounding area on Wednesday killing at least 26 civilians including many children a monitor and activists said. The Syrian Observatory for Human Rights said ""warplanes either Russia or Syrian carried out six strikes"" in the village of Hass including on a school complex. The Britain-based Observatory which monitors Syrias five-year conflict said at least 11 children were among the 26 civilians killed. A complex of 3 schools was targeted in by many airstrikes including a double tap. Initial reports of 20+ killed & many injured. The White Helmets civil defence group released pictures of four rescue workers clambering over a mound of rubble in search of survivors after what it said was a ""double-tap"" strike on the school. The raids hit Hass around 1130 am (0830 GMT) an activist with the opposition Idlib Media Centre told AFP. ""One rocket hit the entrance of the school as students were leaving to go home after the school administration decided to end classes for the day because of the raids"" the activist said speaking on condition of anonymity. Other activists from the province circulated a photograph on social media of a childs arm seared off above the elbow still clutching the strap of a dusty black rucksack. Shaky video footage depicted rescue workers sprinting towards the site of the raids and pulling a frail elderly man out of a collapsed building. The authenticity of the pictures and footage could not be independently verified. Syrian government forces and their Russian ally have been criticised by rights groups for indiscriminate attacks on civilian infrastructure. Intentional attack A leading opposition group condemned the raids. The Istanbul-based National Coalition said Russian and regime warplanes ""targeted children in their schools deliberately and intentionally hitting civilians with high-explosive material."" Idlib province is controlled by the Army of Conquest an alliance of rebel groups and extremists including the Fateh al-Sham Front which changed its name from al-Nusra Front after breaking off ties with al-Qaeda earlier this year. Syrian and Russian warplanes regularly bomb Idlib but airstrikes have intensified in recent weeks according to the Observatory. Seven days of airstrikes across the northwestern province had left more than 75 civilians dead and another 150 wounded it said. Syrias conflict erupted in March 2011 with protests calling for the ouster of President Bashar al-Assad. But it has since evolved into a multi-front war pitting extremists rebels government forces and Kurdish militia against each other. More than 300000 people have been killed and millions forced to flee their homes. 	 	 Read Also",alaraby,10/26/2016,idlib,0,,,,
1923102893,Two dead twenty injured in Syrian regime chlorine attack,"Date of publication 26 October 2016 Syrian regime forces allegedly dropped six barrel bombs containing chlorine on a village near Hama Tuesday as France and Britain called for UN sanctions against the regime. Tags Syria chlorine chemical weapons Hama Abu Shadi al-Hamwi al-Latamineh A woman and a child were killed and twenty civilians including children were treated for asphyxiation on Tuesday evening following what is believed to be a chlorine gas attack carried out by the Syrian regime near Hama. YouTube footage and first-hand eyewitness accounts report that six barrel bombs allegedly filled with chlorine were dropped from a Russian-made helicopter on the village of al-Latamineh northwest Hama. ""A regime helicopter dropped six barrels containing poisonous chlorine gas on the city of al-Latamineh"" Abu Shadi al-Hamwi a local media activist told The New Arab. ""One woman and one of her children were killed in a rocket attack by regime forces on al-Latamineh while dozens of others were wounded."" ""The [chlorine] attack injured five civilians from one family including children who suffered from shortness of breath vomiting and nausea."" YouTube footage showing three barrel bombs being dropped from a Russian-made helicopter was also uploaded by independent media group the Syrian Centre of Events at 1850 (Syrian time) on Tuesday.",alaraby,10/26/2016,hama,0,,,,
1923102894,Heavy Syrian regime bombing in Idlib kills civilians,"Date of publication 24 October 2016 At least 16 civilians and three children have been killed in waves of air raids by Syrian regime war planes on opposition-held Idlib province. Tags Syria Idlib regime airstrikes Kafr Takharim Khan Sheikhun Sixteen civilians - including three children - were killed on Monday following heavy bombardments of a rebel-held town in northern Syria a monitoring group said. Khan Sheikhun in Idlib province suffered a series a air strikes which killed seven people including two women and a child the Syrian Observatory for Human Rights said. It was not clear whether the attacks were carried out by either Syrian or Russian war planes. Another seven people including four women and two children were killed in raids on Kafr Takharim further north in the province. Those raids hit three residential buildings a local government building and a stadium shortly after midnight AFPs correspondent in the town said. In the morning rescue workers were still trying to pull bodies out of the rubble. ""My sisters house was standing right here. She and her daughter are dead along with another family"" Abu Mohammad told AFP. ""There was no military base here. All the military positions are outside the town"" the devastated man said. Another man and a woman were killed in rocket fire in the nearby town of Kafr Awid. Idlib province is controlled by the Jaish al-Fatah an alliance of rebel groups and militants including the Fateh al-Sham Front which changed its name from al-Nusra Front after breaking off ties with al-Qaeda. According to the Syrian Observatory heavy bombardment has battered the northwest province in recent days. Since Thursday bombing has killed 44 civilians including 11 women nine children and one rescue worker. Syrias conflict broke out in March 2011 with anti-government protests but it has since evolved into all-out war pitting rebels regime forces Kurds and militants against each other.",alaraby,10/24/2016,idlib,1,,,,
1923102896,Russia says Belgian strikes kill six in Aleppo region,"Date of publication 19 October 2016 Russia has accused Belgium of killing civilians in Aleppo while partaking in coalition strikes. Tags Belgium Syria coalition air raids strikes Aleppo Russia has accused Belgium a member of a US-led coalition fighting militants in Syria of killing six civilians in airstrikes in the Aleppo region but the claim was swiftly denied by Brussels. ""Six people were killed and four people injured to various degrees as a result of bombing that destroyed two homes"" in the village of Hassajik in the Aleppo region early on Tuesday the Russian defence ministry said in a statement. ""Two of Belgiums F-16s were identified at that time in the region"" it said late Tuesday. ""There were no Russian and Syrian air force planes in this region."" Belgian defence ministry spokeswoman Laurence Mortier denied the countrys air force was active in the area at the time. Moscow had announced on Tuesday that the Russian and Syrian air forces had stopped bombing Aleppo to pave the way for an eight-hour truce on Thursday. Russian foreign ministry spokeswoman Maria Zakharova took a jab at the United States on Wednesday calling on the State Department to release statements ""strongly condemning strikes against civilian targets and the murder of civilians"". ""I think that photographs of the dead will not be difficult to find to launch an appropriate campaign on CNN"" she wrote on Facebook. The brutal government offensive against rebel-held eastern Aleppo - which has destroyed hospitals and other civilian infrastructure - has plunged Syria into some of the worst violence of the five-year war that has claimed over 300000 lives. The West has accused Russia of potential war crimes over its bombing campaign in Aleppo in support of the regime offensive. The US State Department voiced scepticism regarding Moscows planned truce while welcoming a halt in the bombardments. President Vladimir Putin is set to face Western pressure over the conflicts in Syria and Ukraine at international talks in Berlin on Wednesday as Russia comes under increasing criticism over its support for Damascus. Russian airstrikes have killed thousands of civilians since Moscow intervened in September 2015. But US-led coalition strikes have also claimed hundreds of civilian lives in parts of Syria. According to a report by the Syrian Network for Human Rights published on Wednesday coalition strikes targeting mainly IS-held areas in eastern and northern Syria have killed 649 civilians since September 2014. Read Also",alaraby,10/19/2016,aleppo,1,,,,
1923102898,24 hours of bombardment in Aleppo kills 45,"Date of publication 17 October 2016 At least 45 people have been killed in Aleppo in the last 24 hours according to monitors with high-level diplomatic talks over the weekend failing to curb the bloodshed. Tags Aleppo Syria United States Russia At least 12 civilians were killed by airstrikes in the rebel-held east Aleppo district of Marjeh on Monday bringing the number killed in 24 hours of bombardment on the battleground city to 45. The Syrian Observatory for Human Rights reported that five of the dead were children. On Sunday Zouhir al-Shimale The New Arabs correspondent in east Aleppo reported that 15 people had been killed following an attack on a market in the Ferdous neighbourhood of east Aleppo. Two buildings collapsed said al-Shimale It is a public market or it used to be because now it is completely destroyed. Airstrikes on rebel-held east Aleppo have intensified since a US-Russian brokered ceasefire collapsed in September resulting in a fresh regime assault on the city. Global outrage over the humanitarian situation in rebel held Aleppo where residents face a regime-enforced siege has lead the United States to state that it will reconsider the prospect of military intervention in Syria. 	 	 	 	 The aftermath of an airstrike in the Ferdous neighbourhood of east Aleppo on Sunday [Zouhir al-Shimale] Speaking on Sunday US Secretary of State John Kerry said the US was discussing every mechanism available to us but I havent seen a big appetite from anyone in Europe to go to war. Kerry also met British Foreign Secretary Boris Johnson in London stating that the US was considering new sanctions against the Syrian regime. On Saturday a meeting between Kerry and Russian Foreign Minister Sergei Lavrov lasted over four hours but ended without any clear progress. Speaking after the talks Kerry said their intention was to find something that works other than military action.",alaraby,10/17/2016,aleppo,0,,,,
1923102901,Dozens killed in car bomb attack on Syrian rebels,Date of publication 14 October 2016 At least 20 people were killed in a car bomb blast on Thursday at an opposition checkpoint in Azaz Aleppo province close to the border with Turkey local sources said. Tags Syria Aleppo Azaz Rebels Car Bomb Islamic State At least 20 people were killed in a car bomb blast at an opposition checkpoint in the northern Syrian province of Aleppo on Thursday local sources said. The blast hit near the town of Azaz close to the border with Turkey local activist Mohammad al-Halabi told The New Arab adding that rebels manning the checkpoint and civilians waiting to get through were killed. The Syrian Observatory for Human Rights said at least 14 of the dead were rebels. The attack also injured dozens and the monitor said the toll could rise further because of the number of people with serious wounds. The checkpoint was run by the Shamiya Front rebel group which is active in Aleppo province and was on the road to the Bab al-Salama crossing. The blast caused huge devastation and most of the injured were taken across the border to the nearby Turkish hospitals Mohammad al-Halabi added. No group has claimed responsibility for the attack which al-Halabi believes bares the hallmarks of the Islamic State group. IS has regularly targeted rebel factions with bomb attacks including an October 6 attack at a border crossing in neighbouring Idlib province that killed 29 rebels. More than 300000 people have been killed in Syria since the conflict began with anti-government protests in March 2011.,alaraby,10/14/2016,aleppo,1,,,,
1923102902,Airstrikes continue to rain down on east Aleppo,"Date of publication 13 October 2016 Civilians in rebel-held east Aleppo continue to face relentless bombardment. Elsewhere a purported deal has been reached that will see rebels evacuated to Idlib from the Damascus suburb of Qudsaya. More than a dozen airstrikes had been carried out overnight in rebel-held districts of east Aleppo amid ongoing bombardment of the area by Syrian regime and Russian warplanes. The Syrian Civil Defence or White Helmets reported on Thursday that 13 people had been killed and 25 injured in airstrikes with defence teams still looking under rubble for survivors. Relentless bombardment According to the Halab Today TV station cluster munitions were deployed over east Aleppo while the Syrian Observatory for Human Rights also said that clashes had taken place between pro-regime forces and rebels in Aleppos northern suburbs. Over 350 civilians have been killed in east Aleppo since a US-Russian brokered ceasefire collapsed on September 19 according to the UK-based monitor. An international meeting headed by the US and Russia is set to take place in Lausanne this Saturday aimed at curbing deadly violence in Syria with a particular focus on Aleppo where life in rebel-held districts of the city has been described as a ""merciless abyss of humanitarian catastrophe"". Elsewhere in Syria the Observatory reported government bombardment on rebel positions in Daraa Hama Idlib and Homs provinces. Another evacuation deal in Damascus Meanwhile in Damascus reports emerged that a deal had been reached between the Syrian regime and rebel fighters in the suburb of Qudsaya that will see some 150 rebels and their families leave the area and be transferred to the north-western province of Idlib. Rebels are set to hand over light weapons to regime authorities on Thursday before they are transported away from the area on Friday in a manner similar to deals that have taken place previously this year in other suburbs of Damascus such as Daraya and Moadamiyeh and the al-Waer neighbourhood of Homs. Read Also",alaraby,10/13/2016,aleppo,1,,,,
1923102903,Russia launches new crippling air raids on Aleppo,"Date of publication 11 October 2016 Intense bombing of rebel-held areas of Aleppo has resumed as UK MPs consider whether to investigate possible Russian war crimes in Syria. Tags Aleppo Syria UK Russia UK Parliament Bustan al-Qasr Russian forces returned to their intense aerial bombardment of rebel-held eastern Aleppo on Tuesday after several days of relative calm local residents have said. ""It was pretty calm in the previous few days said Abd Abu al-Nasr a resident of Aleppos Bustan al-Qasr district told The New Arab. ""But this morning it was pretty bad again with warplanes cannon and artillery shelling our neighbourhood. At least eight died including two children. Now the bombing is still all around us and the warplanes are still flying"". The Syrian Observatory for Human Rights confirmed the reports of bombing while local journalist Zouhir al-Shimale placed the death toll from the air raids at 50. Another resident living in the citys Ferdous neighbourhood reported that the bombing hit an area close to a sprawling residential area. Following the attack all local schools and shops were closed. Last week the Syrian regime and its Russian ally appeared to scale down air raids on Aleppo after hundreds were killed in a week of intense bombing. According to the Syrian regime this lull in violence was to allow civilians to ""escape"" from rebel-held neighbourhoods. Damascus has claimed that opposition fighters in the city will be allowed to leave with their families if put down their weapons but opposition groups have dismissed the offer as ""trickery"". The Syrian regime has made it a key aim of recapturing Aleppo and a stronghold of anti-Assad sentiments. Russia has carried out airstrikes on the city and recently built up its forces in Syria following the collapse of the recent ceasefire which broke following the bombing of an aid convoy. Moscows air campaign in Syria has drawn heavy international criticism including accusations of war crimes. On Tuesday the UK Parliament convened in an emergency debate on the humanitarian situation in Aleppo. This meeting saw several British lawmakers call for alleged Russian war crimes to be investigated. ""The case against Russia and Syria is clear and backed by firm evidence. The UK government must add its weight to calls already being made by France and the US for an ICC [International Criminal Court] investigation"" said Welsh nationalist MP Hywel Williams. ""Plaid Cymru voted against bombing Syria. We were told that such bombing would be carefully controlled to exclude danger to civilians but it is clear that neither Russia nor Syria are taking such precautions. ""Indeed it seems as though they specifically target civilians. Taking them before the ICC for such actions would therefore be consistent with UK policy on air strikes."" Read Also",alaraby,10/11/2016,aleppo,1,,,,
1923102906,Eleven killed in Syrian-regime controlled area of Aleppo,"Date of publication 7 October 2016 Shelling in West Aleppo left 11 people dead on Friday with reports of armed clashes between pro-regime and opposition forces in several neighbourhoods of the war-torn city Tags Syria Aleppo UN De Mistura Fatah al-Sham Eleven people including a woman and child were killed in Syrian rebel shelling of a regime-held neighbourhood of Aleppo on Friday. Another 65 people were injured some critically in the attack on Jameliaiah in West Aleppo according to the Syrian Observatory for Human Rights with the death toll expected to rise. Elsewhere the Syrian Observatory reported that air raids have taken place in al-Inzarat - a rebel-held neighbourhood of East Aleppo - and numerous towns in the Aleppo countryside including Urum al-Kubra where a deadly attack on an aid convoy took place on 19 September. Clashes also broke out in several districts of Aleppo where pro-regime forces have started an offensive and are advancing on Salahuddin and Bureij. On Thursday Syrian President Bashar al-Assad issued an ultimatum to rebels in East Aleppo stating that unless they agreed to a ""reconciliation"" deal pro-regime forces would continue the fight with the rebels until they leave Aleppo.... theres no other option"". Assads comments made during an interview with Danish broadcaster TV2 came following an earlier statement on Thursday by Staffan de Mistura during which the UNs envoy to Syria pleaded with the al-Qaeda linked Fatah al-Sham to leave East Aleppo. The continued presence of Fatah al-Sham in Aleppo had been used as justification by the Syrian regime and its Russian backers for its ongoing bombardment of the city. But activists and Syrians say that Fatah al-Shams presence in the city is minimal and the group is being used as a pretext for Russia to carpet bomb civilian areas and hit the citys infrastructure. Speaking on Thursday De Mistura said that if fighting continued in Aleppo at its current pace the historic city would be ""totally destroyed"" by the end of the year. Read Also",alaraby,10/07/2016,aleppo,1,,,,
