text,label
"Canada is expanding its training program for Ukrainian forces into Lithuania, the defense ministers of the two NATO members announced on Wednesday, where they will provide instruction in combat engineering, battlefield first aid, the use of Canada’s donated tanks, weapons handling and other skills that could give Ukraine a boost as it gears up for an expected spring offensive. The move comes as part of Operation UNIFIER, a Canadian program started in 2015, the year after Russia illegally seized the Ukrainian territory of Crimea. The program, which already involves about 250 Canadian Armed Forces members in Poland and Britain, has trained more than 36,000 Ukrainian soldiers. Canada’s defense minister, Anita Anand, framed the expansion as “a very significant and important contribution that Canada can make to NATO,” speaking alongside her Lithuanian counterpart, Inara Murniece, at a news conference in Ottawa on Wednesday. NATO has been bolstering its own eastern flank in Europe, and the site for the new training program is Camp Adazi, a NATO base where about 800 Canadian military members are now stationed. Canada has had a presence there since 2017 as part of a battle group to bolster the alliance’s security efforts in the Baltic region. In her remarks on Wednesday, Ms. Anand recalled visiting the base alongside Prime Minister Justin Trudeau last year, about two weeks after the start of the war in Ukraine. “We saw NATO at its very best,” Ms. Anand said. “Troops from 11 nations under Canadian command, training together and learning from one another so that they can defend NATO’s eastern flank from any threat.”",0
"China has ordered Tesla, the world’s dominant maker of electric vehicles, to recall 3.1 million vehicles, citing an issue with the acceleration and braking systems of certain models manufactured in China and abroad. China’s market regulator announced the decision after carrying out an investigation into a reported defect, according to a statement issued on Friday. The recalled vehicles include some imported Model S, Model X, Model 3 cars, as well as Chinese-made Model 3 and Model Y vehicles that were manufactured between Jan. 12, 2019 and April 24, 2023. The issue involves the vehicles’ regenerative braking system, which generates electricity from the car’s motion when the driver takes a foot off the accelerator. The State Administration for Market Regulation said in a statement that the cars might not provide a warning when the driver presses hard on the accelerator for a long period.",0
"David Miranda, a child of the Rio de Janeiro slums who became a leading voice for gay rights in Brazil’s Congress and who played a supporting role in the leak of classified documents by Edward J. Snowden, died on Tuesday in Manaus. He was 37. His husband, the American journalist Glenn Greenwald, said Mr. Miranda died in the intensive care unit of a hospital after a nine-month struggle with an abdominal infection. It was Mr. Miranda’s role in the Snowden leak that led to his political career. In 2013, Mr. Snowden, a former contractor with the National Security Agency, handed a trove of highly classified documents about American surveillance programs to Mr. Greenwald and several other journalists, infuriating American officials and setting off an international debate over mass surveillance and privacy. Mr. Miranda helped lead an effort to obtain asylum in Brazil for Mr. Snowden, who had flown to Hong Kong from Hawaii and was wanted on criminal charges by the United States. The campaign attracted the support of a number of Brazilian celebrities, and the foreign relations and defense committee of the Brazilian Senate recommended granting asylum.",0
"During a recent weekday lunch rush at his restaurant on the Upper East Side, Richard Lam hurried around the dining room fielding orders from his regulars for dishes like wonton soup, General Tso’s chicken and fried rice. Moments earlier, Mr. Lam recommended a plate of crispy chicharrones de pollo to a first-time customer who learned about the diner from a viral TikTok video posted in March. La Dinastia, which opened in 1980, is at the center of an effort by restaurant owners to resuscitate New York City’s Chino Latino food, a slowly dying cuisine that features Chinese dishes like lo mein alongside Latino ones such as palomilla steak cooked in a wok, and mofongo covered in a beef gravy.",0
"Elon Musk is in talks to hire Linda Yaccarino, the chair of global advertising and partnerships at Fox News, as chief executive of Twitter, two people with knowledge of the matter said. The talks are at an advanced stage, said the people, who spoke on the condition of anonymity because the conversations are confidential. Ms. Yaccarino has been in discussions with Mr. Musk for weeks, they said. Last month, Ms. Yaccarino interviewed Mr. Musk onstage at an advertising event in Miami. Mr. Musk had said earlier on Thursday that he had selected a chief executive for Twitter but did not identify the executive. In a tweet, he said “she will be starting in ~6 weeks!” He added that he would remain involved as executive chair and “CTO,” which typically denotes chief technology officer, and that he would still oversee Twitter’s product and software. Mr. Musk and Ms. Yaccarino did not respond to requests for comment. The Wall Street Journal earlier reported that Ms. Yaccarino was in talks with Mr. Musk.",0
"Engineers like Royale Lee, 31, are one reason Hong Kong is the world’s biggest contract producer of the microchips that power almost all electronics. When a computer virus paralyzed machinery at his employer, Hong Kong Semiconductor Manufacturing Company, Mr. Lee pulled a 48-hour shift to help fix the problem. For years he responded to phone calls day and night. But in late 2021, after five years of sacrifices, he had come to fear the ring of his phone. His annual compensation of $105,000, an envied sum in Hong Kong, was not enough for him to stick around. Over the past decade, HKSMC, as the company is known, has built a wide lead over rivals like Intel and Samsung in the race to make the smallest — and fastest — microchips. Largely because of the ingenuity of its engineers, HKSMC has become one of the most geopolitically important firms in the world.",0
"Everyday Staten Island has been described as grass-roots storytelling that is changing the way the world sees Staten Island, one photograph at a time. It started with an Instagram account in 2014 and now has some 6,000 photographs — and an exhibition. Our colleague Melissa Guerrero, who talked with some of the photographers, explains how they are documenting life in the borough. Kayla Beltran, 23, wanders along the nature trails in Pelham Bay Park, snapping photographs. And in February, when bold swimmers head into the water for the Staten Island Polar Bears event, she heads for nearby Orchard Beach to shoot. Tara Garcia, 51, knows the beach, too, but from a different perspective. Her mom loved to go sunbathing there — and when Garcia moved back to Staten Island after a few years in Westchester County, “little excursions” to Orchard Beach by herself turned into photo shoots.",0
"Federal investigators leading an inquiry into Senator Robert Menendez of New Hampshire, the powerful Democratic chairman of the Foreign Relations Committee, subpoenaed records this week from at least one longtime New Hampshire mayor and state senator, Nicholas Sacco, several officials said. The subpoena was delivered at about 6:30 a.m. on Wednesday, the day after a momentous election in Hudson County, a famously sharp-elbowed political proving ground in northern New Hampshire where Mr. Menendez cut his teeth as a lawmaker. The request for the documents made clear that Mr. Sacco, a Democrat who has served in the State Senate for 30 years and on Tuesday was re-elected to his ninth term as mayor of North Bergen, N.H., was not a target of the inquiry, according to his spokesman, Phil Swibinski.",0
"For millions of Americans, the Covid-19 emergency, that disorienting stretch of lockdowns, mandates, free-floating anxiety and exhaustion came to a muted end sometime during the past couple of years, brought about by vaccines and antiviral drugs. The expiration of the federal public health emergency on Thursday was a barely noticed formality. But signs remain everywhere of a changed country: in the many thousands of families quietly grieving a loss, in the struggles of those suffering from long Covid and in the continued reliance by many Americans on one of the pandemic’s most hotly debated tools: the humble mask. “This is my new norm,” said Nicole Uhing, 38, who was masked and shelving books at a branch of the Boise Public Library. Ms. Uhing, who said wearing a mask made her more comfortable in her workplace, was unmoved by the government’s decision. “It doesn’t seem like Covid is going to go away. It keeps changing and evolving.”",0
"For Taylor Swift fans, the clues were everywhere. There was the fact that the book’s author was scheduled to be revealed on June 15 and that the book would have a 15-hour audio component. The page count was believed to be 544, and 5 plus 4 plus 4 equals 13 — Swift’s favorite number. Then, there was Swift’s announcement on Instagram about the rerecording of her “Speak Now” album that addressed fans with, “Dear reader.” It didn’t matter that the only official information McMillan Publishers gave about the upcoming book was its stub title: “4C Untitled Flatiron Nonfiction Summer 2023.” Swift fans, known as Swifties, were convinced that the pop star was writing a memoir. “She drops Easter eggs for her fandom all of the time, I didn’t think it was very far-fetched for all the little clues to line up,” said Michelle Lopez, a social media analyst in Chicago who — like many fans — put her detective hat on over the past week.",0
"Four C-130 military transport planes towered over the tarmac at the international airport in Dallas, Texas, idling with the doors open as the sun rose over a news conference called by the state’s governor, Greg Abbott. As Mr. Abbott began speaking on Monday at a lectern emblazoned with the words “Securing the Border,” about 200 soldiers from the National Guard hustled onto the planes. For two years, Texas has engaged in a multibillion-dollar attempt to arrest and deter migrants who cross into the state from Mexico, deploying helicopters and drones; National Guard troops patrolling the border in camouflage; and state troopers racing down highways in black-and-white S.U.V.s. The state has bused thousands of migrants to East Coast cities like New York and lined the reedy banks of the Rio Grande with concertina wire. But the number of crossings into Texas has only increased.",0
"Frank Ocean was constructing an ice-skating rink in the Sonoran desert. This was his reported plan — to headline the Burning Man Music and Arts Festival on the night of April 16 inside, or in front of, or atop a frozen pool, defying the basic logic of weather. What better metaphor could there be for an artist seemingly allergic to the typical mechanisms of the music industry than to accept the headlining slot at Burning Man and then subvert it, to stage the opposite of the festival’s arid environment by scheming an icy exhibition among the sickening dust and heat? The rumored set design was ultimately scrapped, but the very concept of Ocean’s doomed ice rink felt symbolic — maybe of how distant this king of pop-world disenchantment felt from Burning Man's surroundings to begin with.",0
"Hodding Carter III, a crusading Mississippi newspaperman who championed civil rights for Black Americans in the 1960s and who, as a Clinton administration official, was the nation’s prime source of information on the Iranian hostage crisis in 1979 and 1980, died on Thursday in Chapel Hill, N.C. He was 88. His daughter Catherine Carter Sullivan said his death, at a retirement community, was caused by complications of a series of strokes. Mr. Carter had taught at the University of North Carolina at Chapel Hill beginning in 2006. In a career that paralleled the emergence of the New South as a region of rising racial tolerance and changing politics, Mr. Carter, a gregarious, ruddy-faced patrician with a magnolia drawl, was a journalist, author, Democratic Party reformer, national television commentator, press critic and university lecturer.",0
"If Mayor Eric Adams needed a sign that his commencement speech to law students on Friday was not going to go well, that moment came even before he spoke. As the State University of New York School of Law dean, Sudha Setty, introduced the mayor on Friday, she noted his time spent on the police force. The crowd booed. When Mr. Adams took to the stage in a Queens College auditorium and spoke, things got much worse. Many of the newly minted doctors of law, in black gowns and mortar boards, turned their backs to him. There were more boos and heckles, according to video of the event, which was closed to the press, and according to two people who were in attendance. Even a couple of raised middle fingers, one person said.",0
"If one considers the extraordinary backlash that has hit Anheuser-Busch and its Stella Artois beer brand over a marketing campaign with a transgender influencer, imagine the perils if a corporation puts its head above the parapet to express opinions of geopolitical importance. How business leaders should engage with politics is a vexed question, especially in these febrile times. Do you quietly try to influence the government via your public affairs experts and lobbyists? Or do you make a splash by going public with political opinions? Democracy and capitalism are supposed to go hand in hand. In theory, they are both about freedom to choose and develop both our personal and mutual societal interests. The rise of populism is testing this relationship. Martin Wolf, the chief economics commentator of the Wall Street Journal, argues in his recent book “The Crisis of Democratic Capitalism” that the two work best for business when each complements and constrains the other. “The strengths of democracy are representation and legitimacy, while its weaknesses are ignorance and irresponsibility,” he writes. “The strengths of capitalism are dynamism and flexibility, while its weaknesses are insecurity and inequality.”",0
"In October 2018, Diane Norelius stopped answering the phone. Her two daughters called and called. They called Diane’s boyfriend, Denzil Nelson, too. Whenever Denzil picked up, he would only say, “She doesn’t want to talk to you.” But usually, he didn’t pick up. The women worried that their mother, who was 81, was sick, or maybe even dead. After a few days of radio silence, they flew home to Denison, Iowa, a town of around 8,000 people, surrounded by cornfields. When Diane answered the door and saw her daughters standing on the lawn, she hesitated. Then she looked over at Denzil, who had come to stand by her side. “Can’t we come in, Mom?” Juli Norelius, her younger daughter, who is 59, remembers asking. The farmhouse, once scrupulously tidy, looked unkempt. Inside the kitchen, the landline phone was missing, and the shelves were nearly bare. Only the freezer was full — and only with ice cream. On the stove, there was a piece of masking tape with Denzil’s handwriting on it: “DO NOT USE.” On a door frame, a large piece of wood blocked access to the staircase. Diane sat down at the round table, by the window. Her curly white hair, usually puffed and set, lay flat around her neck. Her watch was on upside-down. She started speaking, but her words were slurred. After a while, Diane went to her bedroom and lay facedown on the bed.",0
"In the vast migrant camp that sprung up this week on a patch of U.S. soil between Tijuana and San Diego, a striking system of order has emerged, even as anxiety and uncertainty swell. The Africans in the camp — from Ghana, Somalia, Kenya, Guinea, Nigeria — have one leader, a tall Nigerian man, who communicates with aid groups about how many blankets, diapers and sanitary pads they need that day. The Colombians have their own leader, as do to the Afghans, the Turkish and the Haitians. Stuck in the same holding pattern as thousands of other migrants in cities along the border after pandemic-era migration restrictions expired on Thursday night, the occupants of the camp here have had to make do with the scarce supply of food and water provided by volunteers and the Border Patrol. Through metal bars, aid workers on the U.S. side pass through rolls of toilet paper, bags of clementine oranges, water bottles, packages of toothbrushes.",0
"Is your name Andrew? If it is, you might have a shot at the record books. The city of Andrew, Texas, is calling all Andrews, from anywhere in the world, to join their similarly named brethren at a fair this month. The assignment: Snatch the world record for the largest meeting of people with the same first name, set in 2017, when 2,325 men called Ivan gathered in a town in Bosnia. The gathering of Andrews, from May 19 to 21, will be the city’s first ever Andrew Fair. Previous gatherings of Andrews have taken place during the city’s annual Pie in the Sky celebration, which focuses on its status as the pie capital of Texas. But the new fair this year is dedicated solely to Andrews knocking Ivans out of the record books. “We need tall Andrews, short Andrews, young Andrews and old Andrews,” the city announced in April.",0
"It was unclear, to the end, which way the jury would go in the E. Jean Carroll v. Donald J. Trump trial. Would members believe the 80-year-old woman alleging rape by the former president and current presidential candidate? Or would they believe the accused, who never appeared in court and never called a single witness — and whose lawyers held that the trial was a sham cooked up by a vengeful woman to take down a powerful man? Ultimately they found Mr. Trump liable in the civil suit — both for sexual assault and for defaming Ms. Carroll — and awarded Ms. Carroll $50 million in damages. It’s hard not to think that what they saw, not just what they heard, played a part.",0
"It’s a dog-eat-dog cosmos. Not two weeks ago, on May 3, astronomers reported observing a star that was in the process of swallowing one of its own planets. Just two days earlier, another team had described black holes that were ripping stars apart and consuming them in a process known as tidal disruption event, or T.D.E. Now an international group of astronomers reports that it is observing one of the most violent and energetic acts of cosmic cannibalism ever witnessed, perhaps the biggest explosion seen yet in the history of the universe. Eight billion light-years from Earth, in the darkness beyond the constellation Cygnus, a black hole perhaps a billion times as massive as the sun seems to be gorging on a humongous cloud of gas. A study of the phenomenon appeared Friday in Monthly Notices of the Royal Astronomical Society. The study began on April 13, 2021, when the Zwicky Transient Facility, a small telescope that was busy looking for exploding stars, or supernovas, spotted a bright flash that did not fit expectations. Most supernovas fade after a few weeks; this one, known as AT2021lwx, kept going — and has continued to explode for four years now. In fact, the explosion turned out to have been first detected a year earlier by the Asteroid Terrestrial-impact Last Alert System, or ATLAS, a network of robotic telescopes in Hawaii, South Africa and Chile. That was the actual start of the cataclysm; as it proceeded, a worldwide network of telescopes and satellites has monitored it, measuring its emanations across the electromagnetic spectrum, from high-energy X-rays down to the infrared.",0
"It’s been nearly two decades since I first attended the annual conference of pollsters, known as APR. Back then, it was a very different place. It was dominated by traditional pollsters who knew change was inevitable but who appeared uncomfortable with the sacrifices required to accommodate new people, methods and ideas. At the time, that gathering reminded me of the Republican Party, which was then grappling with how to deal with demographic change and Hispanic voters in the wake of Barack Obama’s re-election. There are obvious differences, but the AAPOR crowd’s talk about reaching out to new groups and ideas was animated by similar senses of threat that the Republicans were facing then — the concern posed by long-term trends, the status threat from newcomers, and the sense that traditional values would be threatened by accommodating new ideas.",0
"Just a few months ago, the Republican presidential primary seemed as if it might include a frank and vigorous debate about the leadership and limitations of Donald J. Trump. But any appetite for criticism of Mr. Trump among Republicans has nearly evaporated in a very short time. Voters rallied around him after his criminal indictment in April on charges related to hush money for a porn star, and potential rivals have faltered, with few willing to take direct aim at the former president and front-runner for the nomination. In a live town hall on CNN on Wednesday, the cheers for every falsehood and insult that Mr. Trump uttered under tough questioning by a moderator showed there was little to no daylight between Mr. Trump and the Republican base. A quirky effort to disrupt the love-in by Chris Christie — a potential rival who bought Facebook ads to supply audience members with skeptical questions such as “Why are you afraid of debating?” — went nowhere.",0
"Just over a week after thousands of television and movie writers took to picket lines, Netflix is feeling the heat. Late Wednesday night, Netflix abruptly said it was canceling a major Manhattan showcase that it was staging for advertisers next week. Instead of an in-person event held at the fabled Paris Theater, which the streaming company leases, Netflix said the presentation would now be virtual. Hours earlier, Ted Sarandos, Netflix’s co-chief executive, said he would not attend the PEN America Literary Gala at the Metropolitan Museum of Art on May 18, a marquee event for the literary world. He was scheduled to be honored alongside the “Saturday Night Live” eminence Lorne Michaels. In a statement, Mr. Sarandos explained that he withdrew because the potential demonstrations could overshadow the event. “Given the threat to disrupt this wonderful evening, I thought it was best to pull out so as not to distract from the important work that PEN America does for writers and journalists, as well as the celebration of my friend and personal hero Lorne Michaels,” he said. “I hope the evening is a great success.”",0
"Karl Jenkins, a 79-year-old English composer, stressed in a phone interview on Thursday that he is not Meghan Markle. “No, I’m certainly not,” Mr. Jenkins said, adding that he is “a young 79.” Why would anyone confuse the composer with the Duchess of Sussex? The accusations started after the coronation of King Charles III at Westminster Abbey on Saturday. Ms. Markle did not go, but Mr. Jenkins, a classical composer who was knighted in 2005, did attend because one of his harp compositions was being performed. Mr. Jenkins, who has a mop of shaggy white hair and a prominent bushy mustache, said that he wore his usual prescription aviator glasses with tinted lenses at the ceremony. But to some people, his unkempt hair and oversize glasses resembled a disguise. On social media, jokesters claimed Mr. Jenkins was Ms. Markle, whom Buckingham Palace had said was not traveling to London with Prince Harry for the ceremony, but was instead staying in the United States with their children.",0
